City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
102,kirakira,-10.4544,161.9205,26.94,85,29,3.64,SB,1727245807
103,dalby,-27.1833,151.2667,26.75,22,28,6.42,AU,1727245808
104,hanceville,34.0607,-86.7675,22.31,89,100,0.47,US,1727245809
105,belmonte,-15.8631,-38.8828,21.53,88,36,1.88,BR,1727245811
106,sao felix do xingu,-6.6447,-51.995,22.84,70,1,0.22,BR,1727245812
107,turan,16.0678,108.2208,31.99,66,20,4.12,VN,1727245813
108,madang,-5.2246,145.7966,28.59,76,32,3.94,PG,1727245814
109,soddy-daisy,35.2359,-85.1908,22.2,93,100,1.7,US,1727245815
110,woodward,36.4337,-99.3904,14.98,94,0,3.09,US,1727245816
111,usogorsk,63.4106,48.6872,6.75,75,100,1.94,RU,1727245817
112,fortuna,40.5982,-124.1573,10.51,100,0,0.0,US,1727245818
113,hamilton,39.1834,-84.5333,19.44,95,100,0.45,US,1727245819
114,sao jose da coroa grande,-8.8978,-35.1478,23.08,78,94,3.49,BR,1727245820
115,college,64.8569,-147.8028,6.15,90,75,2.06,US,1727245821
116,longyearbyen,78.2186,15.6401,-2.09,69,20,2.06,SJ,1727245823
117,nadvoitsy,63.8667,34.3167,13.17,71,100,5.36,RU,1727245824
118,canutama,-6.5339,-64.3831,25.26,55,59,1.19,BR,1727245825
119,guayaramerin,-10.8368,-65.3614,27.62,41,59,1.37,BO,1727245826
120,ratnagiri,16.9833,73.3,25.83,93,100,4.88,IN,1727245622
121,linqiong,30.4159,103.4609,31.22,46,78,1.64,CN,1727245828
122,trairi,-3.2778,-39.2689,24.41,80,17,6.25,BR,1727245632
123,margate,51.3813,1.3862,12.05,82,100,3.22,GB,1727245585
124,ceeldheer,3.8488,47.1806,29.23,57,37,9.55,SO,1727245831
125,san pedro,14.35,121.0167,33.57,62,40,3.6,PH,1727245832
126,cluain meala,52.355,-7.7039,9.17,90,100,1.48,IE,1727245834
127,cururupu,-1.8283,-44.8683,22.6,89,5,1.56,BR,1727245835
128,zapata,26.9073,-99.2714,26.06,89,0,2.06,US,1727245836
129,castillos,-34.1667,-53.8333,14.09,99,100,4.18,UY,1727245837
130,nogliki,51.8333,143.1667,13.37,73,100,3.21,RU,1727245838
131,tiksi,71.6872,128.8694,0.36,99,100,7.86,RU,1727245839
132,port saint john's,-31.6229,29.5448,21.78,71,96,4.27,ZA,1727245840
133,tanjung selor,2.8372,117.3642,24.47,98,100,1.06,ID,1727245841
134,mount pearl,47.5166,-52.7813,11.19,95,100,3.09,CA,1727245842
135,trevelin,-43.0858,-71.4639,-0.26,88,66,2.26,AR,1727245844
136,northam,51.0333,-4.2167,11.45,95,100,3.2,GB,1727245845
137,santa marta,11.2408,-74.199,27.72,80,100,2.06,CO,1727245846
138,jamestown,42.097,-79.2353,17.23,90,100,5.66,US,1727245570
139,nicoya,10.1483,-85.452,22.7,99,100,0.97,CR,1727245563
140,cam pha mines,21.0167,107.3,26.16,74,91,1.66,VN,1727245849
141,iskateley,67.6803,53.1512,3.93,57,82,3.43,RU,1727245850
142,utrik,11.2278,169.8474,28.41,75,76,3.88,MH,1727245852
143,queenstown,-31.8976,26.8753,18.85,39,33,1.35,ZA,1727245853
144,al jawf,29.5,38.75,29.85,23,0,3.12,SA,1727245855
145,wanning,18.8003,110.3967,29.84,71,59,4.21,CN,1727245856
146,minas de marcona,-15.2119,-75.1103,9.92,91,80,5.42,PE,1727245857
147,taraz,42.9,71.3667,20.23,28,100,3.0,KZ,1727245844
148,khandyga,62.6667,135.6,6.79,70,39,1.22,RU,1727245861
149,beledweyne,4.7358,45.2036,30.66,37,82,7.45,SO,1727245862
150,mila doce,26.2262,-97.9589,27.88,93,0,0.0,US,1727245863
151,tongouson,5.0214,120.1328,29.0,68,46,1.42,PH,1727245864
152,katsina-ala,7.1667,9.2833,23.74,90,56,0.69,NG,1727245865
153,san martin de los andes,-40.1604,-71.3486,-1.82,92,100,2.82,AR,1727245866
154,poduri,46.4667,26.5333,14.25,49,63,2.25,RO,1727245867
155,nova sintra,14.8667,-24.7167,27.38,79,100,3.19,CV,1727245868
156,bambari,5.768,20.6757,24.51,82,71,1.27,CF,1727245869
157,aasiaat,68.7098,-52.8699,1.84,86,100,4.62,GL,1727245871
158,fukuecho,32.6881,128.8419,25.2,83,75,4.63,JP,1727245872
159,antofagasta,-23.65,-70.4,14.6,88,71,0.4,CL,1727245811
160,union,40.6334,-74.2663,17.97,73,100,3.6,US,1727245874
161,lubang,13.8584,120.124,29.55,75,100,1.73,PH,1727245875
162,afaahiti,-17.75,-149.2833,25.08,75,13,2.48,PF,1727245876
163,boa vista,2.8197,-60.6733,25.99,73,40,1.54,BR,1727245868
164,lebu,-37.6167,-73.65,7.42,84,38,6.86,CL,1727245879
165,sheffield lake,41.4875,-82.1015,20.67,94,0,4.12,US,1727245880
166,nova xavantina,-14.6667,-52.35,25.69,34,5,1.03,BR,1727245881
167,collie,-33.3667,116.15,19.82,32,66,3.61,AU,1727245882
168,shalya,57.2471,58.7298,8.23,53,11,4.48,RU,1727245883
169,yuzhno-kurilsk,44.0306,145.8556,15.5,68,94,6.13,RU,1727245884
170,santiago de la pena,20.95,-97.4,24.33,92,100,1.9,MX,1727245885
171,sedalia,38.7045,-93.2283,14.95,82,0,1.54,US,1727245887
172,salalah,17.0151,54.0924,27.37,69,59,2.86,OM,1727245770
173,canmore,51.0834,-115.3521,15.71,100,35,3.09,CA,1727245889
174,salinopolis,-0.6136,-47.3561,25.52,84,6,5.05,BR,1727245890
175,karratha,-20.7377,116.8463,28.15,50,0,6.26,AU,1727245891
176,gebeit,21.0667,36.3167,33.18,25,5,2.25,SD,1727245892
177,kalymnos,36.95,26.9833,23.74,64,0,3.6,GR,1727245893
178,hajjah,15.6943,43.6058,26.43,44,15,2.47,YE,1727245894
179,bealanana,-14.55,48.7333,24.51,20,0,4.15,MG,1727245895
180,al khafji,28.4391,48.4913,36.29,32,0,9.99,SA,1727245897
181,bilibino,68.0546,166.4372,-2.03,81,100,1.46,RU,1727245898
182,laoag,18.1989,120.5936,31.95,74,75,2.06,PH,1727245899
183,whitehorse,60.7161,-135.0538,7.43,70,75,4.12,CA,1727245900
184,trapani,37.8333,12.6667,21.3,88,20,5.66,IT,1727245901
185,yellowknife,62.456,-114.3525,8.01,98,100,1.54,CA,1727245902
186,alesund,62.4723,6.1549,10.97,76,75,7.2,NO,1727245903
187,alice springs,-23.7,133.8833,27.75,42,100,3.6,AU,1727245904
188,aykhal,66.0,111.5,5.6,64,86,6.99,RU,1727245905
189,itamaraca,-7.7478,-34.8256,23.94,72,82,4.67,BR,1727245907
190,grand falls-windsor,48.9332,-55.6649,8.61,93,100,3.2,CA,1727245908
191,hobyo,5.3505,48.5268,28.23,63,62,10.46,SO,1727245909
192,uturoa,-16.7333,-151.4333,26.78,74,30,4.02,PF,1727245910
193,mananjary,-21.2167,48.3333,25.69,67,10,2.12,MG,1727245911
194,fort st. john,56.2499,-120.8529,10.94,71,75,3.09,CA,1727245912
195,anadyr,64.75,177.4833,5.28,80,0,6.0,RU,1727245913
196,tazovsky,67.4667,78.7,3.09,96,100,6.53,RU,1727245914
197,ancud,-41.8697,-73.8203,3.49,77,7,1.18,CL,1727245915
198,aranda de duero,41.6704,-3.6892,14.33,83,100,3.54,ES,1727245787
199,jinjiang,24.8198,118.5741,28.89,82,100,2.73,CN,1727245918
200,new norfolk,-42.7826,147.0587,13.84,49,100,3.91,AU,1727245919
201,gadzhiyevo,69.2551,33.3362,7.93,96,100,4.37,RU,1727245920
202,klaksvik,62.2266,-6.589,6.45,81,100,7.01,FO,1727245921
203,bodo,67.28,14.405,4.87,87,0,4.12,NO,1727245922
204,bardai,11.65,7.2333,22.96,83,40,3.62,NG,1727245923
205,kourou,5.1552,-52.6478,25.31,85,100,2.52,GF,1727245924
206,gaalkacyo,6.7697,47.4308,30.44,39,65,9.84,SO,1727245925
207,puerto ayora,-0.7393,-90.3518,19.19,95,100,0.89,EC,1727245874
208,hailey,43.5196,-114.3153,16.07,62,0,3.6,US,1727245928
209,veinticinco de mayo,-35.4323,-60.1727,7.77,100,1,0.45,AR,1727245929
210,chonchi,-42.6128,-73.8092,1.73,91,9,1.19,CL,1727245930
211,sinabang,2.4803,96.3801,29.15,73,100,1.84,ID,1727245931
212,nueva gerona,21.8833,-82.8,26.7,87,100,11.5,CU,1727245932
213,mragowo,53.8644,21.3051,16.1,71,0,6.24,PL,1727245933
214,novo lino,-8.915,-35.6467,21.52,85,100,1.3,BR,1727245934
215,cole harbour,44.6724,-63.4751,14.4,87,86,3.09,CA,1727245935
216,jau,-22.2964,-48.5578,21.59,44,0,2.19,BR,1727245936
217,turpan,42.9333,89.1667,32.35,20,0,2.45,CN,1727245938
218,hadibu,12.65,54.0333,26.84,79,95,8.29,YE,1727245939
219,derzhavinsk,51.1,66.3167,10.58,42,13,3.7,KZ,1727245940
220,daru,-9.0763,143.2092,26.57,83,96,5.59,PG,1727245941
221,dudinka,69.4058,86.1778,4.94,67,100,4.46,RU,1727245942
222,quibala,-10.7337,14.98,24.53,49,82,1.41,AO,1727245943
223,port elizabeth,-33.918,25.5701,17.4,98,100,1.03,ZA,1727245944
224,whakatane,-37.9585,176.9854,11.26,77,0,2.18,NZ,1727245945
225,sassandra,4.95,-6.0833,23.69,91,80,0.53,CI,1727245947
226,alaghsas,17.0187,8.0168,26.94,50,0,2.06,NE,1727245948
227,el porvenir,13.7617,-87.3458,22.37,98,100,0.69,HN,1727245949
228,tingo maria,-9.2895,-76.0088,21.26,71,8,0.98,PE,1727245950
229,howrah,22.5892,88.3103,27.0,94,100,3.6,IN,1727245952
230,mossel bay,-34.1831,22.146,15.96,87,100,2.34,ZA,1727245953
231,sann,26.0418,68.1378,39.74,25,7,3.88,PK,1727245954
232,nayudupet,13.9,79.9,34.25,47,100,5.57,IN,1727245955
233,zahir pir,28.8124,70.524,42.3,19,5,4.03,PK,1727245956
234,ruzayevka,54.0639,44.9509,15.8,27,22,4.51,RU,1727245957
235,laguna,38.421,-121.4238,22.35,58,0,3.09,US,1727245959
236,arti,56.4234,58.5328,9.16,54,6,4.55,RU,1727245960
237,mariehamn,60.0973,19.9348,15.92,94,75,8.75,AX,1727245798
238,erechim,-27.6342,-52.2739,19.15,66,5,1.95,BR,1727245789
239,jeddah,21.5169,39.2192,31.92,58,0,5.14,SA,1727245937
240,ambon,-3.6954,128.1814,30.08,70,40,2.57,ID,1727245964
241,bardsir,29.9227,56.5743,28.48,8,0,3.38,IR,1727245965
242,corner brook,48.9667,-57.9484,8.63,92,100,1.88,CA,1727245830
243,warnes,-17.5,-63.1667,27.27,78,0,3.09,BO,1727245967
244,alliance,40.9153,-81.1059,19.25,94,100,4.41,US,1727245810
245,mangai,-4.05,19.5333,25.41,80,29,1.53,CD,1727245970
246,galle,6.0367,80.217,29.4,83,98,1.34,LK,1727245971
247,fort mcmurray,56.7268,-111.381,10.77,76,100,2.06,CA,1727245972
248,impfondo,1.6381,18.0667,23.11,92,100,1.27,CG,1727245973
249,pisco,-13.7,-76.2167,16.03,82,100,1.03,PE,1727245974
250,tvoroyri,61.5556,-6.8111,7.06,71,100,6.4,FO,1727245976
251,sathupalli,17.2497,80.869,28.01,83,100,3.08,IN,1727245977
252,sos'va,59.1766,61.8558,8.1,46,32,4.76,RU,1727245978
253,hammerfest,70.6634,23.6821,5.25,70,0,1.03,NO,1727245979
254,theodore,30.5477,-88.1753,24.34,91,0,0.0,US,1727245980
255,ar rutbah,33.0381,40.2848,28.12,28,0,1.55,IQ,1727245981
256,port alfred,-33.5906,26.891,19.54,89,100,2.95,ZA,1727245795
257,ko samui,9.5357,99.9357,31.95,70,20,2.57,TH,1727245985
258,malvan,16.0667,73.4667,26.32,88,100,5.23,IN,1727245986
259,makokou,0.5738,12.8642,22.65,91,100,0.91,GA,1727245987
260,adre,13.4667,22.2,26.54,66,9,3.16,TD,1727245988
261,guangshui,31.6199,113.9978,31.64,27,100,0.69,CN,1727245989
262,mozarlandia,-14.7447,-50.5706,27.69,31,12,1.68,BR,1727245991
263,floro,61.5996,5.0328,9.98,62,40,5.14,NO,1727245992
264,scalea,39.813,15.7956,22.57,68,100,0.69,IT,1727245993
265,zhangzhou,24.5133,117.6556,30.44,76,100,1.25,CN,1727245994
266,qaqortoq,60.7167,-46.0333,4.23,96,80,1.58,GL,1727245996
267,at taj,24.2049,23.2857,30.63,27,0,4.95,LY,1727245997
268,ouesso,1.6136,16.0517,24.62,80,86,1.46,CG,1727245998
269,mount gambier,-37.8333,140.7667,8.55,87,8,5.45,AU,1727245999
270,reggane,26.7158,0.1714,29.72,41,100,2.93,DZ,1727246000
271,quellon,-43.1167,-73.6167,3.34,82,9,2.64,CL,1727245974
272,bridgewater,44.3835,-64.5155,15.82,77,93,6.17,CA,1727246002
273,dauphin,51.1494,-100.0502,18.08,63,0,6.17,CA,1727246003
274,berdigestyakh,62.0989,126.6992,13.72,55,27,3.03,RU,1727245993
275,eraan,9.0629,117.7016,27.62,80,100,0.38,PH,1727246005
276,urengoy,65.9667,78.3667,2.56,98,100,5.82,RU,1727246008
277,bukoba,-1.3317,31.8122,26.64,51,62,3.31,TZ,1727246009
278,kidal,18.4411,1.4078,32.2,30,26,2.7,ML,1727246010
279,lorengau,-2.0226,147.2712,28.79,75,100,4.2,PG,1727246011
280,thompson,55.7435,-97.8558,7.09,100,0,0.0,CA,1727246013
281,bodaybo,57.8506,114.1933,16.82,51,92,0.32,RU,1727246014
282,invercargill,-46.4,168.35,12.23,61,100,4.47,NZ,1727246017
283,dhidhdhoo,6.8833,73.1,27.96,80,100,8.53,MV,1727246018
284,shingu,33.7333,135.9833,24.73,62,99,1.73,JP,1727246020
285,olinda,-8.0089,-34.8553,24.85,73,40,4.63,BR,1727246021
286,hotan,37.0997,79.9269,30.74,11,0,2.59,CN,1727245820
287,tateyama,34.9833,139.8667,22.96,78,75,7.2,JP,1727246023
288,hirara,24.8,125.2833,31.15,79,75,5.14,JP,1727246024
289,altay,47.8667,88.1167,17.19,30,99,4.84,CN,1727246026
290,xishan,27.6667,113.5,28.22,61,98,1.28,CN,1727246027
291,nikolayevsk-on-amure,53.1406,140.73,15.3,66,100,1.93,RU,1727246028
292,bubaque,11.2833,-15.8333,26.07,83,100,4.58,GW,1727246030
293,kalmunai,7.4167,81.8167,33.01,53,100,6.64,LK,1727246031
294,palikir - national government center,6.9248,158.1611,28.47,84,100,2.57,FM,1727246032
295,ghormach,35.7306,63.7826,31.98,14,0,2.31,AF,1727246033
296,faya-largeau,17.9257,19.1043,36.71,19,0,9.21,TD,1727246034
297,luanda,-8.8368,13.2343,23.0,83,75,2.06,AO,1727245751
298,raja,8.4596,25.678,23.9,80,46,1.78,SS,1727246037
299,sitka,57.0531,-135.33,9.94,87,100,1.54,US,1727246038
300,klyuchi,52.2667,79.1667,11.07,38,99,5.57,RU,1727246039
301,rongelap,11.1635,166.8941,28.85,71,71,2.53,MH,1727246040
302,machiques,10.0644,-72.545,24.63,82,100,2.13,VE,1727246042
303,sodankyla,67.4167,26.6,10.87,99,100,2.7,FI,1727245892
304,ad dawadimi,24.5077,44.3924,33.64,12,0,5.95,SA,1727246045
305,cheyenne,41.14,-104.8203,11.08,56,0,4.12,US,1727245875
306,el calafate,-50.3408,-72.2768,-0.56,69,47,2.8,AR,1727246047
307,sittwe,20.15,92.9,27.61,84,100,4.91,MM,1727246048
308,nha trang,12.25,109.1833,32.0,63,40,3.53,VN,1727246049
309,langepas,61.2544,75.2124,2.52,79,100,8.02,RU,1727246050
310,kapuskasing,49.4169,-82.4331,14.05,100,100,1.54,CA,1727246051
311,monte patria,-30.6919,-70.9467,12.57,64,0,0.99,CL,1727246052
312,tionk essil,12.7856,-16.5217,23.13,95,100,1.37,SN,1727245996
313,solnechnyy,50.7214,136.6319,14.05,68,100,1.58,RU,1727246055
314,tsiombe,-25.3,45.4833,28.18,51,14,3.23,MG,1727246056
315,masyaf,35.0653,36.3406,25.59,44,0,1.39,SY,1727246057
316,colonia,50.9333,6.95,15.54,85,100,3.6,DE,1727246058
317,happy valley-goose bay,53.3168,-60.3315,2.17,100,0,2.06,CA,1727246059
318,san angelo,31.4638,-100.437,22.16,84,0,0.45,US,1727245929
319,kinablangan,7.6947,126.5503,27.67,75,100,2.16,PH,1727246061
320,shaydon,40.6747,70.346,26.76,19,1,2.37,TJ,1727246063
321,nantucket,41.2835,-70.0995,16.06,82,100,5.68,US,1727245896
322,broken hill,-31.95,141.4333,15.72,77,100,6.44,AU,1727246065
323,bakaly,55.1789,53.8028,12.42,40,9,2.65,RU,1727246066
324,issia,6.4922,-6.5856,21.78,99,100,0.55,CI,1727246067
325,songea,-10.6833,35.65,21.19,57,99,1.16,TZ,1727246068
326,vadso,70.0744,29.7487,7.09,81,0,3.09,NO,1727246069
327,arraial do cabo,-22.9661,-42.0278,22.51,89,5,13.32,BR,1727246070
328,marsh harbour,26.5412,-77.0636,27.96,74,100,7.05,BS,1727246071
329,st. john's,47.5649,-52.7093,11.65,95,100,5.36,CA,1727246073
330,ta`u,-14.2336,-169.5144,26.69,80,28,5.83,AS,1727245960
331,solleftea,63.1667,17.2667,12.92,98,100,1.88,SE,1727246075
332,nadym,65.5333,72.5167,1.3,97,100,9.3,RU,1727246076
333,ghadamis,30.1337,9.5007,28.22,41,68,3.24,LY,1727245806
334,enewetak,11.3474,162.3373,29.11,71,100,2.58,MH,1727246078
335,tisul',55.7611,88.3122,6.31,58,100,7.26,RU,1727246079
336,tofol,5.3248,163.0078,28.88,84,75,1.03,FM,1727246080
337,jayapura,-2.5333,140.7,23.66,79,98,1.7,ID,1727246082
338,kerikeri,-35.2268,173.9474,11.19,78,100,0.66,NZ,1727246084
339,vilyuysk,63.7553,121.6247,13.32,66,100,2.32,RU,1727246085
340,susanville,40.4163,-120.653,17.68,33,6,1.77,US,1727246086
341,tura,25.5198,90.2201,24.38,98,100,1.42,IN,1727245962
342,corinto,37.9407,22.9573,23.83,55,21,2.01,GR,1727246088
343,beloyarskiy,63.7119,66.6722,3.65,66,100,7.4,RU,1727246090
344,charlotte amalie,18.3419,-64.9307,27.85,89,0,3.09,VI,1727246091
345,cidreira,-30.1811,-50.2056,18.39,97,100,6.84,BR,1727246046
346,mont-tremblant,46.1949,-74.6264,13.77,72,100,1.54,CA,1727245828
347,fada,7.25,4.0667,25.37,94,75,4.12,NG,1727246095
348,paramonga,-10.6667,-77.8333,16.82,92,78,4.25,PE,1727246096
349,ormara,25.2088,64.6357,26.45,85,64,6.19,PK,1727246097
